A,B,n_A,n_B,n_common,n_only_A,n_only_B,frac_A_in_B,frac_B_in_A,jaccard
v10_06_00_01p01,v10_06_00_04p04,215,200,141,74,59,0.6558139534883721,0.705,0.5145985401459854
