branch,v10_06_00_01p01,v10_06_00_04p04,n_files_present
recTree/rec.slc.reco.stub.planes.hits.ontrack,1,1,2
recTree/rec.slc.reco.stub.planes.hits.wire,1,1,2
recTree/rec.slc.reco.stub.planes.p,1,1,2
recTree/rec.slc.reco.stub.planes.pitch,1,1,2
recTree/rec.slc.reco.stub.planes.trkpitch,1,1,2
recTree/rec.slc.reco.stub.planes.vtx_w,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.G4ID,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.energy,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.energy_completeness,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.energy_purity,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.hit_completeness,1,1,2
recTree/rec.slc.reco.stub.truth.bestmatch.hit_purity,1,1,2
recTree/rec.slc.reco.stub.truth.eff,1,1,2
recTree/rec.slc.reco.stub.truth.eff_cryo,1,1,2
recTree/rec.slc.reco.stub.truth.matches..idx,1,1,2
recTree/rec.slc.reco.stub.truth.matches..length,1,1,2
recTree/rec.slc.reco.stub.truth.matches..totarraysize,1,1,2
recTree/rec.slc.reco.stub.truth.matches.G4ID,1,1,2
recTree/rec.slc.reco.stub.truth.matches.energy,1,1,2
recTree/rec.slc.reco.stub.truth.matches.energy_completeness,1,1,2
recTree/rec.slc.reco.stub.truth.matches.energy_purity,1,1,2
recTree/rec.slc.reco.stub.truth.matches.hit_completeness,1,1,2
recTree/rec.slc.reco.stub.truth.matches.hit_purity,1,1,2
recTree/rec.slc.reco.stub.truth.nmatches,1,1,2
recTree/rec.slc.reco.stub.truth.p.G4ID,1,1,2
recTree/rec.slc.reco.stub.truth.p.cont_tpc,1,1,2
recTree/rec.slc.reco.stub.truth.p.contained,1,1,2
recTree/rec.slc.reco.stub.truth.p.crosses_tpc,1,1,2
recTree/rec.slc.reco.stub.truth.p.cryostat,1,1,2
recTree/rec.slc.reco.stub.truth.p.daughters,1,1,2
recTree/rec.slc.reco.stub.truth.p.daughters..idx,1,1,2
recTree/rec.slc.reco.stub.truth.p.daughters..length,1,1,2
recTree/rec.slc.reco.stub.truth.p.daughters..totarraysize,1,1,2
recTree/rec.slc.reco.stub.truth.p.end.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.end.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.end.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.endE,1,1,2
recTree/rec.slc.reco.stub.truth.p.endT,1,1,2
recTree/rec.slc.reco.stub.truth.p.end_process,1,1,2
recTree/rec.slc.reco.stub.truth.p.endp.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.endp.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.endp.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.gen.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.gen.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.gen.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.genE,1,1,2
recTree/rec.slc.reco.stub.truth.p.genT,1,1,2
recTree/rec.slc.reco.stub.truth.p.generator,1,1,2
recTree/rec.slc.reco.stub.truth.p.genp.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.genp.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.genp.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.gstatus,1,1,2
recTree/rec.slc.reco.stub.truth.p.interaction_id,1,1,2
recTree/rec.slc.reco.stub.truth.p.length,1,1,2
recTree/rec.slc.reco.stub.truth.p.parent,1,1,2
recTree/rec.slc.reco.stub.truth.p.pdg,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.0.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.0.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.1.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.1.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.2.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.0.2.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.0.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.0.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.1.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.1.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.2.nhit,1,1,2
recTree/rec.slc.reco.stub.truth.p.plane.1.2.visE,1,1,2
recTree/rec.slc.reco.stub.truth.p.start.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.start.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.start.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.startE,1,1,2
recTree/rec.slc.reco.stub.truth.p.startT,1,1,2
recTree/rec.slc.reco.stub.truth.p.start_process,1,1,2
recTree/rec.slc.reco.stub.truth.p.startp.x,1,1,2
recTree/rec.slc.reco.stub.truth.p.startp.y,1,1,2
recTree/rec.slc.reco.stub.truth.p.startp.z,1,1,2
recTree/rec.slc.reco.stub.truth.p.wallin,1,1,2
recTree/rec.slc.reco.stub.truth.p.wallout,1,1,2
recTree/rec.slc.reco.stub.truth.pur,1,1,2
recTree/rec.slc.reco.stub.truth.visEintrk,1,1,2
recTree/rec.slc.reco.stub.vtx.x,1,1,2
recTree/rec.slc.reco.stub.vtx.y,1,1,2
recTree/rec.slc.reco.stub.vtx.z,1,1,2
recTree/rec.slc.self,1,1,2
recTree/rec.slc.tmatch.eff,1,1,2
recTree/rec.slc.tmatch.eff_cryo,1,1,2
recTree/rec.slc.tmatch.index,1,1,2
recTree/rec.slc.tmatch.pur,1,1,2
recTree/rec.slc.tmatch.visEcosmic,1,1,2
recTree/rec.slc.tmatch.visEinslc,1,1,2
recTree/rec.slc.truth.E,1,1,2
recTree/rec.slc.truth.Q2,1,1,2
recTree/rec.slc.truth.baseline,1,1,2
recTree/rec.slc.truth.bjorkenX,1,1,2
recTree/rec.slc.truth.cryostat,1,1,2
recTree/rec.slc.truth.det,1,1,2
recTree/rec.slc.truth.eccqe,1,1,2
recTree/rec.slc.truth.genVersion,1,1,2
recTree/rec.slc.truth.genVersion..idx,1,1,2
recTree/rec.slc.truth.genVersion..length,1,1,2
recTree/rec.slc.truth.genVersion..totarraysize,1,1,2
recTree/rec.slc.truth.generator,1,1,2
recTree/rec.slc.truth.genie_evtrec_idx,1,1,2
recTree/rec.slc.truth.genie_inttype,1,1,2
recTree/rec.slc.truth.genie_mode,1,1,2
recTree/rec.slc.truth.genweight,1,1,2
recTree/rec.slc.truth.hitnuc,1,1,2
recTree/rec.slc.truth.imp_weight,1,1,2
recTree/rec.slc.truth.index,1,1,2
recTree/rec.slc.truth.inelasticityY,1,1,2
recTree/rec.slc.truth.initpdg,1,1,2
recTree/rec.slc.truth.is_numucc_primary,1,1,2
recTree/rec.slc.truth.iscc,1,1,2
recTree/rec.slc.truth.ischarm,1,1,2
recTree/rec.slc.truth.isnc,1,1,2
recTree/rec.slc.truth.isseaquark,1,1,2
recTree/rec.slc.truth.isvtxcont,1,1,2
recTree/rec.slc.truth.modq,1,1,2
recTree/rec.slc.truth.modq_lab,1,1,2
recTree/rec.slc.truth.momentum.x,1,1,2
recTree/rec.slc.truth.momentum.y,1,1,2
recTree/rec.slc.truth.momentum.z,1,1,2
recTree/rec.slc.truth.nneutron,1,1,2
recTree/rec.slc.truth.npiminus,1,1,2
recTree/rec.slc.truth.npiplus,1,1,2
recTree/rec.slc.truth.npizero,1,1,2
recTree/rec.slc.truth.nprim,1,1,2
recTree/rec.slc.truth.nproton,1,1,2
recTree/rec.slc.truth.parent_dcy_E,1,1,2
recTree/rec.slc.truth.parent_dcy_mode,1,1,2
recTree/rec.slc.truth.parent_dcy_mom.x,1,1,2
recTree/rec.slc.truth.parent_dcy_mom.y,1,1,2
recTree/rec.slc.truth.parent_dcy_mom.z,1,1,2
recTree/rec.slc.truth.parent_pdg,1,1,2
recTree/rec.slc.truth.pdg,1,1,2
recTree/rec.slc.truth.plane.0.0.nhit,1,1,2
recTree/rec.slc.truth.plane.0.0.nhitprim,1,1,2
recTree/rec.slc.truth.plane.0.0.visE,1,1,2
recTree/rec.slc.truth.plane.0.1.nhit,1,1,2
recTree/rec.slc.truth.plane.0.1.nhitprim,1,1,2
recTree/rec.slc.truth.plane.0.1.visE,1,1,2
recTree/rec.slc.truth.plane.0.2.nhit,1,1,2
recTree/rec.slc.truth.plane.0.2.nhitprim,1,1,2
recTree/rec.slc.truth.plane.0.2.visE,1,1,2
recTree/rec.slc.truth.plane.1.0.nhit,1,1,2
recTree/rec.slc.truth.plane.1.0.nhitprim,1,1,2
recTree/rec.slc.truth.plane.1.0.visE,1,1,2
recTree/rec.slc.truth.plane.1.1.nhit,1,1,2
recTree/rec.slc.truth.plane.1.1.nhitprim,1,1,2
recTree/rec.slc.truth.plane.1.1.visE,1,1,2
recTree/rec.slc.truth.plane.1.2.nhit,1,1,2
recTree/rec.slc.truth.plane.1.2.nhitprim,1,1,2
recTree/rec.slc.truth.plane.1.2.visE,1,1,2
recTree/rec.slc.truth.position.x,1,1,2
recTree/rec.slc.truth.position.y,1,1,2
recTree/rec.slc.truth.position.z,1,1,2
recTree/rec.slc.truth.prim..idx,1,1,2
recTree/rec.slc.truth.prim..length,1,1,2
recTree/rec.slc.truth.prim..totarraysize,1,1,2
recTree/rec.slc.truth.prim.G4ID,1,1,2
recTree/rec.slc.truth.prim.cont_tpc,1,1,2
recTree/rec.slc.truth.prim.contained,1,1,2
recTree/rec.slc.truth.prim.crosses_tpc,1,1,2
recTree/rec.slc.truth.prim.cryostat,1,1,2
recTree/rec.slc.truth.prim.daughters,1,1,2
recTree/rec.slc.truth.prim.daughters..idx,1,1,2
recTree/rec.slc.truth.prim.daughters..length,1,1,2
recTree/rec.slc.truth.prim.daughters..totarraysize,1,1,2
recTree/rec.slc.truth.prim.end.x,1,1,2
recTree/rec.slc.truth.prim.end.y,1,1,2
recTree/rec.slc.truth.prim.end.z,1,1,2
recTree/rec.slc.truth.prim.endE,1,1,2
recTree/rec.slc.truth.prim.endT,1,1,2
recTree/rec.slc.truth.prim.end_process,1,1,2
recTree/rec.slc.truth.prim.endp.x,1,1,2
recTree/rec.slc.truth.prim.endp.y,1,1,2
recTree/rec.slc.truth.prim.endp.z,1,1,2
recTree/rec.slc.truth.prim.gen.x,1,1,2
recTree/rec.slc.truth.prim.gen.y,1,1,2
recTree/rec.slc.truth.prim.gen.z,1,1,2
recTree/rec.slc.truth.prim.genE,1,1,2
recTree/rec.slc.truth.prim.genT,1,1,2
recTree/rec.slc.truth.prim.generator,1,1,2
recTree/rec.slc.truth.prim.genp.x,1,1,2
recTree/rec.slc.truth.prim.genp.y,1,1,2
recTree/rec.slc.truth.prim.genp.z,1,1,2
recTree/rec.slc.truth.prim.gstatus,1,1,2
recTree/rec.slc.truth.prim.interaction_id,1,1,2
recTree/rec.slc.truth.prim.length,1,1,2
recTree/rec.slc.truth.prim.parent,1,1,2
recTree/rec.slc.truth.prim.pdg,1,1,2
recTree/rec.slc.truth.prim.plane.0.0.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.0.0.visE,1,1,2
recTree/rec.slc.truth.prim.plane.0.1.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.0.1.visE,1,1,2
recTree/rec.slc.truth.prim.plane.0.2.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.0.2.visE,1,1,2
recTree/rec.slc.truth.prim.plane.1.0.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.1.0.visE,1,1,2
recTree/rec.slc.truth.prim.plane.1.1.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.1.1.visE,1,1,2
recTree/rec.slc.truth.prim.plane.1.2.nhit,1,1,2
recTree/rec.slc.truth.prim.plane.1.2.visE,1,1,2
recTree/rec.slc.truth.prim.start.x,1,1,2
recTree/rec.slc.truth.prim.start.y,1,1,2
recTree/rec.slc.truth.prim.start.z,1,1,2
recTree/rec.slc.truth.prim.startE,1,1,2
recTree/rec.slc.truth.prim.startT,1,1,2
recTree/rec.slc.truth.prim.start_process,1,1,2
recTree/rec.slc.truth.prim.startp.x,1,1,2
recTree/rec.slc.truth.prim.startp.y,1,1,2
recTree/rec.slc.truth.prim.startp.z,1,1,2
recTree/rec.slc.truth.prim.wallin,1,1,2
recTree/rec.slc.truth.prim.wallout,1,1,2
recTree/rec.slc.truth.prod_vtx.x,1,1,2
recTree/rec.slc.truth.prod_vtx.y,1,1,2
recTree/rec.slc.truth.prod_vtx.z,1,1,2
recTree/rec.slc.truth.q0,1,1,2
recTree/rec.slc.truth.q0_lab,1,1,2
recTree/rec.slc.truth.resnum,1,1,2
recTree/rec.slc.truth.t,1,1,2
recTree/rec.slc.truth.targetPDG,1,1,2
recTree/rec.slc.truth.time,1,1,2
recTree/rec.slc.truth.vtx.x,1,1,2
recTree/rec.slc.truth.vtx.y,1,1,2
recTree/rec.slc.truth.vtx.z,1,1,2
recTree/rec.slc.truth.w,1,1,2
recTree/rec.slc.truth.wgt..idx,1,1,2
recTree/rec.slc.truth.wgt..length,1,1,2
recTree/rec.slc.truth.wgt..totarraysize,1,1,2
recTree/rec.slc.truth.wgt.univ,1,1,2
recTree/rec.slc.truth.wgt.univ..idx,1,1,2
recTree/rec.slc.truth.wgt.univ..length,1,1,2
recTree/rec.slc.truth.wgt.univ..totarraysize,1,1,2
recTree/rec.slc.truth.xsec,1,1,2
recTree/rec.slc.vertex.x,1,1,2
recTree/rec.slc.vertex.y,1,1,2
recTree/rec.slc.vertex.z,1,1,2
recTree/rec.true_particles..length,1,1,2
recTree/rec.true_particles.G4ID,1,1,2
recTree/rec.true_particles.cont_tpc,1,1,2
recTree/rec.true_particles.contained,1,1,2
recTree/rec.true_particles.crosses_tpc,1,1,2
recTree/rec.true_particles.cryostat,1,1,2
recTree/rec.true_particles.daughters,1,1,2
recTree/rec.true_particles.daughters..idx,1,1,2
recTree/rec.true_particles.daughters..length,1,1,2
recTree/rec.true_particles.daughters..totarraysize,1,1,2
recTree/rec.true_particles.end.x,1,1,2
recTree/rec.true_particles.end.y,1,1,2
recTree/rec.true_particles.end.z,1,1,2
recTree/rec.true_particles.endE,1,1,2
recTree/rec.true_particles.endT,1,1,2
recTree/rec.true_particles.end_process,1,1,2
recTree/rec.true_particles.endp.x,1,1,2
recTree/rec.true_particles.endp.y,1,1,2
recTree/rec.true_particles.endp.z,1,1,2
recTree/rec.true_particles.gen.x,1,1,2
recTree/rec.true_particles.gen.y,1,1,2
recTree/rec.true_particles.gen.z,1,1,2
recTree/rec.true_particles.genE,1,1,2
recTree/rec.true_particles.genT,1,1,2
recTree/rec.true_particles.generator,1,1,2
recTree/rec.true_particles.genp.x,1,1,2
recTree/rec.true_particles.genp.y,1,1,2
recTree/rec.true_particles.genp.z,1,1,2
recTree/rec.true_particles.gstatus,1,1,2
recTree/rec.true_particles.interaction_id,1,1,2
recTree/rec.true_particles.length,1,1,2
recTree/rec.true_particles.parent,1,1,2
recTree/rec.true_particles.pdg,1,1,2
recTree/rec.true_particles.plane.0.0.nhit,1,1,2
recTree/rec.true_particles.plane.0.0.visE,1,1,2
recTree/rec.true_particles.plane.0.1.nhit,1,1,2
recTree/rec.true_particles.plane.0.1.visE,1,1,2
recTree/rec.true_particles.plane.0.2.nhit,1,1,2
recTree/rec.true_particles.plane.0.2.visE,1,1,2
recTree/rec.true_particles.plane.1.0.nhit,1,1,2
recTree/rec.true_particles.plane.1.0.visE,1,1,2
recTree/rec.true_particles.plane.1.1.nhit,1,1,2
recTree/rec.true_particles.plane.1.1.visE,1,1,2
recTree/rec.true_particles.plane.1.2.nhit,1,1,2
recTree/rec.true_particles.plane.1.2.visE,1,1,2
recTree/rec.true_particles.start.x,1,1,2
recTree/rec.true_particles.start.y,1,1,2
recTree/rec.true_particles.start.z,1,1,2
recTree/rec.true_particles.startE,1,1,2
recTree/rec.true_particles.startT,1,1,2
recTree/rec.true_particles.start_process,1,1,2
recTree/rec.true_particles.startp.x,1,1,2
recTree/rec.true_particles.startp.y,1,1,2
recTree/rec.true_particles.startp.z,1,1,2
recTree/rec.true_particles.wallin,1,1,2
recTree/rec.true_particles.wallout,1,1,2
GenieEvtRecTree/GENIEEntry,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtDXSec,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtKPS,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtNum,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtProb,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtVtx,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtWght,0,1,1
GenieEvtRecTree/GenieEvtRec.EvtXSec,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepFd,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepFm,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepLd,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepLm,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepN,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepP4,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepPdg,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepPolz,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepRescat,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepStatus,0,1,1
GenieEvtRecTree/GenieEvtRec.StdHepX4,0,1,1
GenieEvtRecTree/SourceFileHash,0,1,1
env/envtree/key,0,1,1
env/envtree/value,0,1,1
globalTree/global,0,1,1
globalTree/global/wgts,0,1,1
globalTree/global/wgts/wgts.covmx,0,1,1
globalTree/global/wgts/wgts.map,0,1,1
globalTree/global/wgts/wgts.name,0,1,1
globalTree/global/wgts/wgts.nuniv,0,1,1
globalTree/global/wgts/wgts.type,0,1,1
recTree/rec.hdr.bnbinfo.HP873,0,1,1
recTree/rec.hdr.bnbinfo.M875HM,0,1,1
recTree/rec.hdr.bnbinfo.M875HS,0,1,1
recTree/rec.hdr.bnbinfo.M875VM,0,1,1
recTree/rec.hdr.bnbinfo.M875VS,0,1,1
recTree/rec.hdr.bnbinfo.M876HM,0,1,1
recTree/rec.hdr.bnbinfo.M876HS,0,1,1
recTree/rec.hdr.bnbinfo.M876VM,0,1,1
recTree/rec.hdr.bnbinfo.M876VS,0,1,1
recTree/rec.hdr.bnbinfo.VP873,0,1,1
recTree/rec.hdr.spillbnbinfo.HP873,0,1,1
recTree/rec.hdr.spillbnbinfo.M875HM,0,1,1
recTree/rec.hdr.spillbnbinfo.M875HS,0,1,1
recTree/rec.hdr.spillbnbinfo.M875VM,0,1,1
recTree/rec.hdr.spillbnbinfo.M875VS,0,1,1
recTree/rec.hdr.spillbnbinfo.M876HM,0,1,1
recTree/rec.hdr.spillbnbinfo.M876HS,0,1,1
recTree/rec.hdr.spillbnbinfo.M876VM,0,1,1
recTree/rec.hdr.spillbnbinfo.M876VS,0,1,1
recTree/rec.hdr.spillbnbinfo.VP873,0,1,1
