A,B,n_A,n_B,n_common,n_only_A,n_only_B,frac_A_in_B,frac_B_in_A,jaccard
v10_06_00_01p01,v10_06_00_04p04,2057,2106,2057,0,49,1.0,0.9767331433998101,0.9767331433998101
